chrom	start	stop	hd_region	strains	n_strains
II	3745000	3762000	II_3745000_3762000	ECA2601	1
II	3753000	3780000	II_3753000_3780000	XZ1516	1
II	3754000	3760000	II_3754000_3760000	CB4857	1
II	3755000	3760000	II_3755000_3760000	PB306,MY16,CX11264,CB4855,ECA594,CX11314,JU2866,JU1172	8
II	3800000	3851000	II_3800000_3851000	XZ1516	1
II	3836000	3844000	II_3836000_3844000	ECA36,NIC166,ECA396,NIC3,PB306,MY1,CB4857,NIC256,ECA2561,LKC34,CX11264,CB4855,ECA923,NIC262,JU2464,CB4854,NIC1783,NIC1808,QG4228,JU2811,QG2827,NIC252,NIC1812,CX11292,JU4047,CX11314,ECA2551,ECA2672,JU778,DL226,NIC275,NIC514,ECA2546,BRC20263,ECA2555,QG2835,NIC267,QG4138,MY2741,TWN2530,ECA2583,ED3048,QG2832,JU3280,NIC272,JU2587,MY795,MY518,ECA1069,QG2837,JU2866,QG2841,JU1172,QG2828,QG4017,JU2578,JU323,MY679,ED3052,QG4018,XZ1672,QG2824,NIC529,ECA2554,ECA2549,JU1792	66
II	3836000	3851000	II_3836000_3851000	ECA2595,CB4856,NIC1810	3
II	3836000	3871000	II_3836000_3871000	QG4080	1
II	3859000	3864000	II_3859000_3864000	NIC207	1
II	3871000	3886000	II_3871000_3886000	XZ1516	1
II	3871000	3888000	II_3871000_3888000	ECA396	1
II	3872000	3888000	II_3872000_3888000	NIC166,NIC3,MY1,NIC256,MY16,LKC34,ECA923,NIC262,JU3224,RC301,JU2464,CB4854,NIC1783,QG2855,KR314,NIC1808,QG4228,ECA594,JU2811,QG2827,NIC252,NIC1812,QG2854,CX11292,JU2879,JU4047,ECA2551,ECA2672,JU3135,JU778,DL226,NIC275,NIC514,ECA2546,BRC20263,ECA2555,QG2835,NIC267,QG4138,MY2741,TWN2530,ECA2583,ED3048,MY2585,QG2832,JU3280,NIC272,JU2587,MY795,JU3127,MY518,ECA1069,QG2837,QG2841,QG2828,QG4017,JU2578,JU323,MY679,PB303,ED3052,MY2453,QG4018,XZ1672,QG2824,JU1395,MY2693,NIC529,JU4098,ECA2554,QG2818,ECA2549,JU1440,QG2811,JU1792	75
II	3879000	3886000	II_3879000_3886000	ECA2595,ECA2561,QG4080	3
II	3879000	3887000	II_3879000_3887000	PB306,JU2866	2
II	3880000	3886000	II_3880000_3886000	ECA36	1
II	3880000	3887000	II_3880000_3887000	CB4857,CX11264,CB4855,CX11314,JU1172	5
II	3895000	3927000	II_3895000_3927000	XZ1516	1
II	3914000	3922000	II_3914000_3922000	NIC166,ECA396,MY1,NIC256,MY16,LKC34,ECA923,NIC262,JU3224,RC301,JU2464,CB4854,QG2855,KR314,NIC1808,QG4228,ECA594,JU2811,QG2827,NIC252,NIC1812,QG2854,CX11292,JU2879,JU4047,ECA2551,ECA2672,JU3135,JU778,DL226,NIC275,NIC514,ECA2546,BRC20263,ECA2555,NIC267,MY2741,TWN2530,ECA2583,ED3048,MY2585,JU3280,NIC272,JU2587,MY795,JU3127,MY518,ECA1069,QG2841,QG2828,QG4017,JU2578,JU323,MY679,PB303,ED3052,MY2453,XZ1672,QG2824,JU1395,MY2693,NIC529,JU4098,ECA2554,QG2818,ECA2549,JU1440,QG2811,JU2466,JU1792	70
II	3916000	3922000	II_3916000_3922000	PB306,CB4857,CB4856,CX11264,NIC1798,CB4855,NIC1810,NIC1811,JU3228,NIC1809,CX11314,QG4080,JU2513,JU2866,JU1172,JU3137	16
II	3941000	3949000	II_3941000_3949000	NIC1798	1
II	3942000	3954000	II_3942000_3954000	PB306,JU775,NIC1791,NIC1794,WN2001,QG4228,JU2576,ECA1074,NIC1779,CX11271,NIC277,NIC207,ECA2602,MY2535,JU4098,ECA2615,ECA2554	17
II	3943000	3949000	II_3943000_3949000	QG4080	1
II	3943000	3954000	II_3943000_3954000	DL238,JU258,NIC236,ED3049,NIC1,EG4724,MY1,ECA2601,JU1213,NIC256,MY16,LKC34,ECA2660,CB4856,JU1530,NIC258,CB4855,NIC1799,NIC1786,ECA2659,JU1793,EG4349,JU3224,RC301,CX11276,JU2464,ED3046,QW947,XZ2018,QG2855,JU774,KR314,JU2811,QG2827,NIC252,XZ1735,ECA640,JU3144,QG2854,QG2874,CX11292,JU2522,QG2873,JU2879,JU4047,ED3073,JU2838,JU310,JU1491,JU2131,CX11314,ECA2551,ECA2672,JU3135,JU778,NIC275,NIC514,BRC20263,JU346,JU1666,ECA2555,JU3128,ECA2559,NIC267,JU2610,MY2741,NIC526,ECA2583,ED3048,NIC528,JU3291,NIC272,JU2570,MY795,JU3127,MY772,JU2513,JU2800,JU792,JU3225,JU1934,JU2578,ECA2656,MY679,MY920,PX179,JU2141,PB303,NIC259,ED3052,JU3132,MY2453,XZ1672,JU1395,MY2693,AB1,NIC529,JU3134,QG4008,QG4003,QG2818,JU1440,QG2811,JU2906,JU3141,JU2466,JU1792,JT11398,ED3017,NIC255,MY2530,JU2572	112
II	3943000	3956000	II_3943000_3956000	XZ1516	1
II	3943000	3960000	II_3943000_3960000	CB4857,JU2866,JU1172	3
II	3948000	3954000	II_3948000_3954000	CX11264,ECA923,NIC1810,NIC1811,CB4854,QG4135,JU3228,NIC1808,ECA594,NIC1812,NIC1809,DL226,ECA2546,TWN2530,MY2585,JU3280,MY518,ECA1069,QG2841,JU3137,QG2828,QG4017,JU323,QG2824,ECA2549	25
II	3949000	3954000	II_3949000_3954000	JU2587	1
II	3987000	4013000	II_3987000_4013000	XZ1516	1
II	4158000	4184000	II_4158000_4184000	XZ1516	1
II	4169000	4178000	II_4169000_4178000	NIC1811,JU3228,NIC1809,JU2513,JU3137	5
II	4173000	4179000	II_4173000_4179000	CB4856,NIC1810	2
II	4197000	4202000	II_4197000_4202000	ECA2595	1
II	4197000	4204000	II_4197000_4204000	ECA2561	1
II	4197000	4211000	II_4197000_4211000	NIC1811,JU3228,NIC1809,JU2513,JU3137	5
II	4197000	4213000	II_4197000_4213000	ECA396	1
II	4197000	4226000	II_4197000_4226000	ECA36	1
II	4302000	4312000	II_4302000_4312000	NIC3	1
II	4305000	4312000	II_4305000_4312000	NIC1783,QG2835,QG4138,QG2832,QG2837,QG4018	6
II	4305000	4314000	II_4305000_4314000	ECA2595,ECA2561	2
II	4306000	4312000	II_4306000_4312000	MY16,CB4856,CX11264,ECA594,CX11314	5
II	4306000	4314000	II_4306000_4314000	XZ1516,NIC1811,NIC1809,JU2513,JU3137	5
II	4432000	4444000	II_4432000_4444000	ECA36	1
II	4434000	4445000	II_4434000_4445000	ECA2595,ECA2561	2
II	4572000	4577000	II_4572000_4577000	CB4856,NIC1798	2
II	4572000	4578000	II_4572000_4578000	QG4135,NIC1783,QG4228,QG2827,NIC1809,DL226,QG2835,QG4080,ECA2583,JU2513,QG4017,QG2824,NIC529	13
II	4572000	4579000	II_4572000_4579000	ECA36,JU258,NIC3	3
II	4594000	4605000	II_4594000_4605000	ECA2595,ECA2561	2
II	4720000	4731000	II_4720000_4731000	ECA36,XZ1516,ECA396	3
II	4722000	4731000	II_4722000_4731000	ECA2595,ECA2561	2
II	4752000	4758000	II_4752000_4758000	ECA36,ECA396,ECA2595,ECA2561	4
II	4826000	4834000	II_4826000_4834000	ECA2595,ECA2561	2
II	4861000	4882000	II_4861000_4882000	ECA2595,ECA2561	2
II	4869000	4882000	II_4869000_4882000	ECA36,XZ1516,ECA396	3
II	4938000	4944000	II_4938000_4944000	ECA36	1
II	5295000	5303000	II_5295000_5303000	ECA396	1
II	5295000	5315000	II_5295000_5315000	XZ1516	1
II	5491000	5496000	II_5491000_5496000	ECA36	1
II	5839000	5869000	II_5839000_5869000	XZ1516	1
II	9374000	9387000	II_9374000_9387000	ECA36	1
II	10429000	10470000	II_10429000_10470000	ECA2595,ECA2561	2
II	10429000	10474000	II_10429000_10474000	ECA36	1
II	10448000	10454000	II_10448000_10454000	XZ1516	1
II	10623000	10674000	II_10623000_10674000	ECA2595,ECA2561	2
II	10640000	10647000	II_10640000_10647000	XZ1516	1
II	10651000	10674000	II_10651000_10674000	ECA36	1
II	10669000	10674000	II_10669000_10674000	ECA396	1
II	11367000	11376000	II_11367000_11376000	ECA396	1
II	11367000	11400000	II_11367000_11400000	XZ1516	1
II	11395000	11400000	II_11395000_11400000	ECA36,ECA2595,ECA2561	3
II	11798000	11814000	II_11798000_11814000	NIC256,MY16,CB4855,ECA923,JU3224,RC301,JU2464,NIC1810,NIC1811,NIC1783,QG2855,JU774,JU3228,KR314,NIC1808,JU2811,XZ1735,ECA640,NIC1812,QG2854,JU2879,ED3073,JU2838,JU3135,BRC20263,QG4080,JU3128,MY2741,TWN2530,MY2585,QG2832,NIC528,JU3280,MY795,MY518,ECA1069,JU2513,QG2837,JU2866,JU3225,MY679,WN2082,PB303,XZ1672,MY2693,NIC529,JU2466,NIC255	48
II	11801000	11814000	II_11801000_11814000	ECA396	1
II	12015000	12021000	II_12015000_12021000	NIC236,CX11292	2
II	12015000	12026000	II_12015000_12026000	RC301	1
II	12015000	12031000	II_12015000_12031000	NIC166	1
II	12051000	12059000	II_12051000_12059000	PB306,JU1212	2
II	12059000	12070000	II_12059000_12070000	NIC256	1
II	12061000	12070000	II_12061000_12070000	ECA36,XZ1516,JU258,ECA2595,ECA2561,NIC1798,NIC1799,NIC1794,NIC1783,DL226	10
II	12061000	12071000	II_12061000_12071000	ECA396	1
II	12062000	12070000	II_12062000_12070000	NIC1810,NIC1808,NIC1812,TWN2530,MY795,MY518	6
II	12074000	12084000	II_12074000_12084000	NIC3,EG4724,JU1530	3
II	12296000	12307000	II_12296000_12307000	DL238	1
II	12297000	12312000	II_12297000_12312000	JU1212	1
II	12299000	12307000	II_12299000_12307000	LKC34,NIC258,JU3224,JU2464	4
II	12299000	12311000	II_12299000_12311000	EG4724	1
II	12305000	12312000	II_12305000_12312000	ECA36,ECA396,JU258,NIC3,ECA2595,NIC256,ECA2561,JU1530,NIC1798,ECA923,NIC1799,NIC1794,JU1793,EG4349,CX11276,NIC1810,QW947,NIC1811,CB4854,NIC1783,KR314,JU2811,XZ1735,ECA640,JU3144,JU2879,JU4047,JU2106,JU310,NIC1809,JU1491,ECA2551,NIC275,NIC514,ECA2546,BRC20263,QG4080,JU3128,JU2610,MY2741,NIC526,ECA2583,ED3048,MY2585,NIC528,JU3291,ECA1074,JU2570,JU2587,ECA1069,JU2513,JU1172,NIC1779,CX11271,JU3137,NIC277,JU3225,ECA2656,MY679,MY920,PX179,PB303,NIC259,MY2453,QG2824,JU1395,MY2693,AB1,JU3134,ECA2603,JU2466,NIC255,MY2530,WN2066,JU2565	75
II	12305000	12317000	II_12305000_12317000	NIC236,NIC1,RC301,ED3046,XZ2018,JU2522,ED3073,ECA2672,JU3135,JU2576,JU1666,ECA2555,QG2835,WN2082,JU3132,NIC207,ECA2602,NIC529,JU4098,ECA2615,ECA2607	21
II	12324000	12330000	II_12324000_12330000	ECA36	1
II	12399000	12406000	II_12399000_12406000	QG4135,DL226	2
II	12399000	12407000	II_12399000_12407000	ECA36,NIC236,JU775,ECA2595,NIC1,EG4724,ECA2601,JU1213,NIC256,ECA2561,LKC34,ECA2660,CB4856,NIC258,ECA923,NIC1791,NIC1786,NIC262,ECA2659,JU1793,JU3224,RC301,WN2001,CX11276,JU2464,NIC1810,ED3046,QW947,NIC1811,CB4854,QG2855,JU774,JU3228,QG4228,JU2811,QG2854,QG2874,JU2522,QG2873,JU4047,ED3073,JU310,JU1491,JU2131,ECA2551,ECA2672,JU3135,JU778,JU2576,NIC275,NIC514,ECA2546,BRC20263,JU346,JU1666,ECA2555,QG4080,JU3128,NIC267,QG4138,JU2610,MY2741,ECA2583,ED3048,MY2585,QG2832,NIC528,JU3291,NIC272,ECA1074,JU2570,MY772,ECA1069,JU2513,QG2837,JU792,JU1172,NIC1779,CX11271,NIC277,JU3225,QG2828,JU1934,QG4017,JU2578,ECA2656,MY679,MY920,PX179,JU2141,WN2082,PB303,ED3052,JU3132,NIC207,QG4018,ECA2602,QG2824,JU1395,MY2535,MY2693,AB1,NIC529,JU4098,QG4008,ECA2615,QG4003,QG2818,JU1440,JU2906,ECA2603,JU3141,JU2466,ECA2607,JU1792,JT11398,ED3017,MY2530,JU2572,JU2257	120
II	12399000	12409000	II_12399000_12409000	QG2827	1
II	12399000	12410000	II_12399000_12410000	QG2835	1
II	12400000	12407000	II_12400000_12407000	DL238,XZ2018,XZ1735,JU3127,JU3137,NIC259,NIC255,JU1543	8
II	12414000	12424000	II_12414000_12424000	XZ1516	1
II	12447000	12454000	II_12447000_12454000	QG4135,DL226	2
II	12463000	12468000	II_12463000_12468000	EG4724,LKC34,JU3224,WN2001,JU2464,QG2855,JU774,JU3228,QG4228,QG2854,QG2874,QG2873,JU2131,NIC267,QG2832,QG2837,JU2578,ED3052,QG4008,QG4003,QG2818	21
II	12515000	12534000	II_12515000_12534000	JU2522	1
II	12517000	12523000	II_12517000_12523000	ECA2561,ECA2659,QG4135,QG2828	4
II	12517000	12524000	II_12517000_12524000	XZ1516,ECA396,KR314,ECA640,JU2879	5
II	12517000	12534000	II_12517000_12534000	DL238,NIC236,NIC3,JU775,ECA2595,NIC1,EG4724,ECA2601,JU1213,NIC256,LKC34,ECA2660,CB4856,NIC258,ECA923,NIC262,JU1793,JU3224,RC301,WN2001,JU2464,NIC1810,QW947,XZ2018,CB4854,QG2855,JU774,JU3228,QG4228,JU2811,QG2827,QG2854,QG2874,QG2873,ED3073,JU310,JU1491,JU2131,ECA2551,ECA2672,JU3135,JU778,DL226,NIC275,NIC514,BRC20263,JU1666,QG2835,QG4080,JU3128,NIC267,QG4138,JU2610,MY2741,ED3048,MY2585,QG2832,NIC528,JU3280,JU3291,NIC272,ECA1074,JU2570,JU3127,ECA1069,JU2513,QG2837,JU1172,JU3137,NIC277,JU3225,QG4017,JU2578,MY679,MY920,PX179,WN2082,PB303,NIC259,ED3052,JU3132,QG4018,JU1395,MY2693,AB1,NIC529,QG4008,QG4003,QG2818,JU1440,JU2466,ECA2607,JT11398,NIC255,MY2530	95
II	12517000	12536000	II_12517000_12536000	ECA36	1
II	12529000	12534000	II_12529000_12534000	QG4135,QG2828	2
II	12529000	12536000	II_12529000_12536000	ECA2561	1
II	12548000	12599000	II_12548000_12599000	ECA36	1
II	12579000	12597000	II_12579000_12597000	ECA2561	1
II	12588000	12596000	II_12588000_12596000	KR314,ECA640,JU2879	3
II	12589000	12595000	II_12589000_12595000	ECA396	1
II	12594000	12622000	II_12594000_12622000	XZ1516	1
II	12595000	12600000	II_12595000_12600000	ECA923	1
II	12607000	12614000	II_12607000_12614000	CB4856	1
II	12607000	12625000	II_12607000_12625000	DL226	1
II	12609000	12614000	II_12609000_12614000	JU258,NIC1798,NIC1799,NIC1794,NIC1783	5
II	12609000	12622000	II_12609000_12622000	JU3144,ED3017,WN2066	3
II	12609000	12626000	II_12609000_12626000	JU1212,JU1530,EG4349,JU2106,JU310,NIC1809,NIC526,WN2050,JU2587,JU3132,MY2453,JU3134,JU2565	13
II	12635000	12657000	II_12635000_12657000	XZ1516	1
II	12661000	12670000	II_12661000_12670000	ECA2595	1
II	12662000	12670000	II_12662000_12670000	ECA2561,NIC272	2
II	12664000	12670000	II_12664000_12670000	ECA36,XZ1516,ECA396,CB4854,KR314,ECA640,JU2879	7
II	12682000	12687000	II_12682000_12687000	XZ1516,ECA2595,ECA2561,DL226,NIC272,ED3052	6
II	12683000	12689000	II_12683000_12689000	EG4349,JU2106,NIC1809,NIC526,WN2050,JU3132,MY2453,WN2066,JU2565	9
II	12695000	12701000	II_12695000_12701000	ED3049,CB4857	2
II	12695000	12716000	II_12695000_12716000	MY1	1
II	12696000	12701000	II_12696000_12701000	CX11276	1
II	12701000	12716000	II_12701000_12716000	ECA396,CB4854,KR314,ECA640	4
II	12706000	12716000	II_12706000_12716000	JU3134	1
II	12708000	12716000	II_12708000_12716000	PB306,ED3049,CB4857,JU1213,CX11264,CB4855,CX11276,ED3046,NIC1811,NIC1808,ECA594,JU2811,QG2827,NIC252,NIC1812,CX11292,CX11314,JU2576,ECA2546,ECA2559,QG4138,TWN2530,ECA2583,JU2587,MY795,JU3127,MY518,QG2841,NIC1779,CX11271,QG4017,ECA2656,JU323,NIC207,QG4018,QG2824,JU1440,JT11398	38
II	12708000	12717000	II_12708000_12717000	NIC236,NIC3,JU775,NIC1,ECA2601,NIC258,ECA923,NIC262,JU1793,RC301,QW947,XZ2018,QG4135,JU2522,ED3073,JU2838,JU1491,ECA2551,ECA2672,JU3135,JU778,NIC275,NIC514,BRC20263,JU1666,QG2835,QG4080,JU3128,JU2610,MY2741,ED3048,MY2585,NIC2,NIC528,JU3280,JU3291,ECA1074,JU2570,ECA1069,JU2513,JU1172,JU3137,NIC277,JU3225,MY679,MY920,PX179,WN2082,PB303,NIC259,MY2693,AB1,NIC529,JU2466,ECA2607,NIC255,MY2530	57
II	12708000	12720000	II_12708000_12720000	JU4047,ECA2555,ECA2602,JU4098,ECA2615,ECA2603	6
II	12714000	12723000	II_12714000_12723000	NIC166	1
II	12725000	12736000	II_12725000_12736000	ECA36,XZ1516	2
II	12729000	12736000	II_12729000_12736000	ECA396	1
II	12730000	12736000	II_12730000_12736000	ECA2660,CB4854,ECA640	3
II	12776000	12789000	II_12776000_12789000	ECA640	1
II	12780000	12813000	II_12780000_12813000	CB4854,KR314	2
II	12800000	12813000	II_12800000_12813000	ECA640	1
II	12800000	12819000	II_12800000_12819000	XZ1516	1
II	12805000	12818000	II_12805000_12818000	MY16,JU2866	2
II	12809000	12814000	II_12809000_12814000	XZ1735	1
II	12809000	12822000	II_12809000_12822000	ECA2601,ECA923,JU1793,XZ2018,QG4135,JU2811,QG2874,QG2873,JU2838,JU1491,JU778,NIC514,BRC20263,QG2835,QG4080,JU3128,JU2610,MY2741,NIC528,JU3280,JU3291,ECA1074,JU2570,ECA1069,JU2513,JU1172,JU3137,JU3225,MY679,NIC259,NIC529,JU2466,ECA2607,NIC255	34
II	12809000	12823000	II_12809000_12823000	NIC3,NIC258,QW947,JU2522,ECA2672,JU3135,NIC275,JU1666,ED3048,NIC2,NIC277,MY920,WN2082,MY2693,AB1,MY2530	16
II	12809000	12824000	II_12809000_12824000	NIC236,JU775,NIC1,ECA2551	4
II	12809000	12828000	II_12809000_12828000	PB306,CB4857,JU1213,CB4855,NIC1808,ECA594,QG2827,NIC1812,CX11292,CX11314,ECA2559,QG4138,TWN2530,JU2587,MY795,JU3127,MY518,QG4017,QG4018,JU3134,JU1440,JT11398	22
II	12810000	12822000	II_12810000_12822000	ECA36,ECA2595,ECA2561,ECA2659	4
II	12810000	12823000	II_12810000_12823000	NIC256,NIC272	2
II	12811000	12824000	II_12811000_12824000	ECA2660	1
II	12822000	12828000	II_12822000_12828000	CB4854	1
II	12825000	12831000	II_12825000_12831000	XZ1516	1
II	12867000	12873000	II_12867000_12873000	NIC236	1
II	12871000	12881000	II_12871000_12881000	NIC272	1
II	12873000	12881000	II_12873000_12881000	ECA2561,ECA2660	2
II	12874000	12881000	II_12874000_12881000	NIC256	1
II	12890000	12901000	II_12890000_12901000	XZ1516	1
II	12890000	12904000	II_12890000_12904000	ECA36,ECA2595	2
II	12934000	12939000	II_12934000_12939000	NIC256,ECA2561,NIC272	3
II	12974000	12984000	II_12974000_12984000	ECA396	1
II	12975000	12985000	II_12975000_12985000	CB4854,KR314,ECA640	3
II	13117000	13123000	II_13117000_13123000	NIC1811,NIC1779,PX179,NIC207,ECA2602,QG2824,JU4098,ECA2603	8
II	13117000	13153000	II_13117000_13153000	XZ1516	1
II	13130000	13146000	II_13130000_13146000	JU775,NIC258	2
II	13130000	13147000	II_13130000_13147000	ECA2660	1
II	13199000	13208000	II_13199000_13208000	CB4854,KR314,ECA640	3
II	13201000	13208000	II_13201000_13208000	CB4855	1
II	13201000	13214000	II_13201000_13214000	PB306	1
II	13201000	13215000	II_13201000_13215000	NIC236,NIC3,ED3049,NIC2	4
II	13202000	13207000	II_13202000_13207000	AB1,ECA2607	2
II	13202000	13208000	II_13202000_13208000	CB4856,JU1172	2
II	13202000	13214000	II_13202000_13214000	ECA923,XZ1735,NIC275,ED3048,NIC272,JU3137,NIC277	7
II	13202000	13215000	II_13202000_13215000	DL238,NIC166,ECA2595,ECA2601,ECA2561,CX11264,NIC1791,NIC1786,NIC262,JU1793,QG4135,JU2811,QG2827,NIC252,QG2874,QG2873,ECA2551,ECA2672,JU3135,JU778,NIC514,BRC20263,JU1666,ECA2555,QG2835,QG4080,QG4138,JU2610,MY2741,JU3280,JU3291,ECA1074,JU2570,ECA1069,QG2841,QG4017,JU2578,MY920,WN2082,QG4018,NIC529,QG2818,QG2811	43
II	13202000	13223000	II_13202000_13223000	ECA36,JU775,ECA2660,NIC258	4
II	13203000	13208000	II_13203000_13208000	XZ1516,CX11276,NIC1811,NIC1808,ECA594,CX11292,JU4047,JU2576,ECA2559,TWN2530,JU2587,JU2866,NIC1779,CX11271,NIC207,ECA2602,QG2824,JU4098,ECA2615,ECA2603	20
II	13203000	13214000	II_13203000_13214000	WN2001	1
II	13203000	13215000	II_13203000_13215000	JU258,JU1530,NIC1798,NIC1799,NIC1794,NIC1783,QG2855,JU3144,NIC1812,QG2854,JU2838,ECA2583,QG2828,ED3052,QG4008,QG4003	16
II	13205000	13214000	II_13205000_13214000	ED3073,MY2535	2
II	13205000	13215000	II_13205000_13215000	NIC1,JU792,JU2141,JU3141,JU1792,JU2257	6
II	13206000	13214000	II_13206000_13214000	JU1213,ED3046,JU310,ECA2546,JU3127	5
II	13206000	13215000	II_13206000_13215000	RC301,JU1440,JT11398	3
II	13210000	13215000	II_13210000_13215000	MY1,CB4857,NIC256,LKC34,XZ2018,JU3128,NIC528,MY679,MY2693,ED3017,MY2530,JU2572	12
II	13227000	13235000	II_13227000_13235000	ECA396,ECA640	2
II	13318000	13342000	II_13318000_13342000	ED3049,JU1213	2
II	13338000	13350000	II_13338000_13350000	CB4854,ECA640	2
II	13339000	13351000	II_13339000_13351000	XZ1516	1
II	13364000	13369000	II_13364000_13369000	CB4855	1
II	13364000	13379000	II_13364000_13379000	XZ2018	1
II	13461000	13466000	II_13461000_13466000	ECA396,JU2838	2
II	13462000	13487000	II_13462000_13487000	JU2578	1
II	13472000	13480000	II_13472000_13480000	XZ1672	1
II	13472000	13485000	II_13472000_13485000	JU3280	1
II	13472000	13487000	II_13472000_13487000	NIC166,JU2838	2
II	13472000	13489000	II_13472000_13489000	CB4854	1
II	13473000	13480000	II_13473000_13480000	XZ1516,ECA396	2
II	13473000	13488000	II_13473000_13488000	QG2841	1
II	13475000	13485000	II_13475000_13485000	DL238,MY920	2
II	13475000	13489000	II_13475000_13489000	XZ1735,NIC1812	2
II	13478000	13485000	II_13478000_13485000	ECA36,NIC1811,JU2866,NIC1779,PB303	5
II	13478000	13487000	II_13478000_13487000	JU775,ED3049,ECA2595,NIC1,MY1,CB4857,ED3046,QG4135,QG2827,NIC252,JU2522,ECA2551,ECA2672,QG2835,JU2610,ECA1074,ECA1069,JU2513,JU3225,QG4017,JU2141	21
II	13478000	13488000	II_13478000_13488000	NIC236,ECA2561,JU2811,ECA2546,ECA2555,JU3128,ECA2583,NIC2,JU2570,JU3137,MY679,QG4018,QG2811	13
II	13478000	13489000	II_13478000_13489000	RC301,JU3228,KR314,ECA640,JU2576,JU3127,CX11271,ECA2656,NIC207,ECA2602,QG2824,JU4098,ECA2615,ECA2603	14
II	13483000	13489000	II_13483000_13489000	MY2585	1
II	13483000	13490000	II_13483000_13490000	QG4080	1
II	13486000	13496000	II_13486000_13496000	XZ1516	1
II	13505000	13514000	II_13505000_13514000	XZ1516,XZ1672	2
II	13505000	13518000	II_13505000_13518000	QG4080	1
II	13520000	13550000	II_13520000_13550000	XZ1516	1
II	13531000	13558000	II_13531000_13558000	NIC166	1
II	13536000	13549000	II_13536000_13549000	XZ1735	1
II	13536000	13558000	II_13536000_13558000	PB306	1
II	13536000	13575000	II_13536000_13575000	JU258	1
II	13537000	13549000	II_13537000_13549000	XZ1672	1
II	13552000	13585000	II_13552000_13585000	LKC34	1
II	13564000	13575000	II_13564000_13575000	CX11264	1
II	13565000	13575000	II_13565000_13575000	MY1,JU3228,JU3128,NIC2	4
II	13566000	13575000	II_13566000_13575000	XZ2018	1
II	13567000	13575000	II_13567000_13575000	JU1491,MY2585	2
II	13569000	13575000	II_13569000_13575000	JU778	1
II	13570000	13575000	II_13570000_13575000	ECA396,JU775,ECA2595,ECA2561,ECA923,JU1793,EG4349,NIC1810,ED3046,QW947,NIC1811,QG4135,QG2827,XZ1735,JU2522,JU4047,ED3073,ECA2551,ECA2672,JU2576,ECA2546,BRC20263,ECA2555,QG2835,QG4138,NIC526,ECA2583,ED3048,ECA1074,JU2570,ECA1069,JU2513,JU2866,NIC1779,CX11271,JU3137,JU3225,QG4017,ECA2656,JU323,MY679,JU2141,WN2082,NIC259,NIC207,QG4018,ECA2602,QG2824,NIC529,JU4098,ECA2615,QG2818,QG2811,ECA2603,JU2466	55
II	13570000	13584000	II_13570000_13584000	PB303	1
II	13583000	13595000	II_13583000_13595000	XZ1516	1
II	13612000	13617000	II_13612000_13617000	QG4080	1
II	13612000	13625000	II_13612000_13625000	NIC262	1
II	13612000	13626000	II_13612000_13626000	ECA36,ECA2660,NIC258,NIC267	4
II	13612000	13627000	II_13612000_13627000	ECA2601,ECA2659	2
II	13626000	13665000	II_13626000_13665000	QG4080	1
II	13627000	13657000	II_13627000_13657000	XZ1516	1
II	13640000	13645000	II_13640000_13645000	CB4856	1
II	13646000	13665000	II_13646000_13665000	DL238,PB306,JU4047	3
II	13649000	13665000	II_13649000_13665000	NIC1808,NIC1812,JU1172	3
II	13649000	13672000	II_13649000_13672000	JU2587	1
II	13649000	13673000	II_13649000_13673000	CB4855,CX11276,CX11292,ECA2559,TWN2530,MY518	6
II	13654000	13665000	II_13654000_13665000	NIC166,CB4854,QG2841,JU2578,JU4098	5
II	13654000	13676000	II_13654000_13676000	ECA2660,NIC267	2
II	13655000	13665000	II_13655000_13665000	ECA396,ECA594,JU2838,JU3280,XZ1672	5
II	13655000	13676000	II_13655000_13676000	ECA2601,NIC258	2
II	13656000	13676000	II_13656000_13676000	ECA2659	1
II	13663000	13677000	II_13663000_13677000	XZ1516	1
II	13671000	13676000	II_13671000_13676000	NIC262	1
II	13672000	13683000	II_13672000_13683000	ECA36	1
II	13688000	13711000	II_13688000_13711000	XZ1516	1
II	13693000	13706000	II_13693000_13706000	QG4080	1
II	13697000	13703000	II_13697000_13703000	QW947	1
II	13697000	13704000	II_13697000_13704000	NIC2	1
II	13699000	13704000	II_13699000_13704000	ED3049,NIC1,JU3144	3
II	13699000	13705000	II_13699000_13705000	XZ1672	1
II	13740000	13763000	II_13740000_13763000	NIC166	1
II	13741000	13746000	II_13741000_13746000	ECA36,JU3228	2
II	13742000	13759000	II_13742000_13759000	XZ2018	1
II	13742000	13763000	II_13742000_13763000	CX11264	1
II	13743000	13763000	II_13743000_13763000	CB4854	1
II	13748000	13758000	II_13748000_13758000	XZ1735	1
II	13748000	13759000	II_13748000_13759000	NIC207	1
II	13748000	13763000	II_13748000_13763000	PB303	1
II	13752000	13759000	II_13752000_13759000	ECA36,JU3228,ECA2546	3
II	13753000	13759000	II_13753000_13759000	CX11314,JU3280,QG2841	3
II	13754000	13759000	II_13754000_13759000	ECA396,NIC1811,ECA640,JU2576,JU2866,NIC1779,JU2578,ECA2656,MY920,ECA2602,JU4098,QG4008,ECA2615,QG4003,JT11398	15
II	13754000	13763000	II_13754000_13763000	RC301,KR314,MY2585,JU3127,CX11271	5
II	13758000	13766000	II_13758000_13766000	JU1934,JU3132,WN2069	3
