chrom	start	stop
II	3672000	3696000
II	3672000	3696000
II	3672000	3697000
II	3672000	3696000
II	3672000	3698000
II	3672000	3696000
II	3672000	3696000
II	3672000	3697000
II	3672000	3696000
II	3672000	3696000
II	3672000	3698000
II	3672000	3697000
II	3672000	3696000
II	3672000	3696000
II	3672000	3697000
II	3672000	3696000
II	3672000	3696000
II	3672000	3696000
II	3672000	3696000
II	3672000	3696000
II	3672000	3696000
II	3672000	3696000
II	3672000	3696000
II	3672000	3696000
II	3672000	3696000
II	3672000	3696000
II	3672000	3696000
II	3672000	3698000
II	3672000	3697000
II	3672000	3696000
II	3672000	3697000
II	3672000	3697000
II	3672000	3696000
II	3672000	3698000
II	3672000	3696000
II	3672000	3696000
II	3672000	3696000
II	3672000	3696000
II	3672000	3696000
II	3672000	3698000
II	3672000	3698000
II	3672000	3698000
II	3672000	3696000
II	3672000	3697000
II	3672000	3696000
II	3672000	3696000
II	3672000	3696000
II	3672000	3697000
II	3672000	3696000
II	3672000	3696000
II	3672000	3698000
II	3672000	3698000
II	3672000	3696000
II	3672000	3698000
II	3672000	3696000
II	3672000	3697000
II	3672000	3696000
II	3672000	3696000
II	3672000	3698000
II	3672000	3696000
II	3672000	3698000
II	3672000	3696000
II	3672000	3698000
II	3672000	3696000
II	3672000	3696000
II	3672000	3696000
II	3672000	3698000
II	3672000	3696000
II	3672000	3696000
II	3672000	3696000
II	3672000	3696000
II	3672000	3697000
II	3672000	3697000
II	3672000	3696000
II	3672000	3694000
II	3672000	3696000
II	3712000	3739000
II	3720000	3738000
II	3720000	3739000
II	3720000	3739000
II	3720000	3738000
II	3720000	3726000
II	3720000	3739000
II	3720000	3739000
II	3720000	3739000
II	3720000	3739000
II	3720000	3738000
II	3720000	3739000
II	3720000	3726000
II	3720000	3739000
II	3720000	3738000
II	3720000	3728000
II	3720000	3738000
II	3720000	3739000
II	3720000	3738000
II	3720000	3739000
II	3720000	3739000
II	3720000	3726000
II	3720000	3739000
II	3720000	3726000
II	3720000	3738000
II	3720000	3739000
II	3720000	3739000
II	3720000	3739000
II	3720000	3739000
II	3720000	3738000
II	3720000	3739000
II	3720000	3739000
II	3720000	3739000
II	3720000	3738000
II	3720000	3738000
II	3720000	3739000
II	3720000	3739000
II	3720000	3738000
II	3720000	3738000
II	3720000	3739000
II	3720000	3739000
II	3720000	3739000
II	3720000	3738000
II	3720000	3738000
II	3720000	3739000
II	3720000	3738000
II	3720000	3738000
II	3720000	3739000
II	3720000	3738000
II	3720000	3738000
II	3720000	3739000
II	3720000	3738000
II	3720000	3728000
II	3720000	3738000
II	3720000	3738000
II	3720000	3738000
II	3720000	3739000
II	3720000	3739000
II	3720000	3739000
II	3720000	3739000
II	3720000	3738000
II	3720000	3738000
II	3720000	3738000
II	3720000	3739000
II	3720000	3738000
II	3720000	3738000
II	3720000	3739000
II	3720000	3739000
II	3720000	3739000
II	3720000	3739000
II	3720000	3738000
II	3720000	3739000
II	3720000	3738000
II	3720000	3726000
II	3720000	3738000
II	3720000	3738000
II	3720000	3738000
II	3720000	3738000
II	3720000	3739000
II	3720000	3738000
II	3720000	3738000
II	3720000	3738000
II	3720000	3738000
II	3720000	3738000
II	3720000	3739000
II	3720000	3738000
II	3720000	3738000
II	3720000	3738000
II	3720000	3739000
II	3720000	3739000
II	3720000	3738000
II	3720000	3738000
II	3720000	3739000
II	3720000	3739000
II	3720000	3739000
II	3720000	3739000
II	3720000	3738000
II	3720000	3738000
II	3720000	3738000
II	3720000	3738000
II	3720000	3739000
II	3720000	3738000
II	3720000	3739000
II	3720000	3738000
II	3720000	3739000
II	3720000	3739000
II	3720000	3738000
II	3720000	3739000
II	3720000	3738000
II	3720000	3739000
II	3720000	3739000
II	3720000	3738000
II	3720000	3738000
II	3720000	3739000
II	3720000	3738000
II	3720000	3726000
II	3720000	3738000
II	3720000	3739000
II	3720000	3726000
II	3720000	3739000
II	3720000	3739000
II	3720000	3738000
II	3720000	3739000
II	3720000	3739000
II	3720000	3738000
II	3720000	3739000
II	3720000	3738000
II	3720000	3738000
II	3720000	3739000
II	3720000	3738000
II	3720000	3738000
II	3720000	3739000
II	3720000	3739000
II	3720000	3739000
II	3720000	3738000
II	3720000	3739000
II	3720000	3738000
II	3720000	3739000
II	3720000	3738000
II	3720000	3739000
II	3720000	3738000
II	3720000	3738000
II	3720000	3739000
II	3720000	3738000
II	3720000	3738000
II	3720000	3739000
II	3720000	3738000
II	3720000	3739000
II	3720000	3738000
II	3720000	3738000
II	3720000	3738000
II	3720000	3739000
II	3720000	3738000
II	3720000	3738000
II	3720000	3738000
II	3720000	3738000
II	3720000	3738000
II	3720000	3738000
II	3720000	3739000
II	3720000	3738000
II	3720000	3739000
II	3720000	3738000
II	3720000	3738000
II	3720000	3739000
II	3720000	3739000
II	3720000	3739000
II	3720000	3739000
II	3720000	3739000
II	3721000	3739000
II	3737000	3745000
II	3737000	3745000
II	3737000	3760000
II	3737000	3745000
II	3737000	3745000
II	3737000	3745000
II	3737000	3745000
II	3737000	3745000
II	3737000	3745000
II	3737000	3745000
II	3737000	3745000
II	3737000	3745000
II	3737000	3745000
II	3737000	3745000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3762000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3745000	3760000
II	3753000	3780000
II	3754000	3760000
II	3755000	3760000
II	3755000	3760000
II	3755000	3760000
II	3755000	3760000
II	3755000	3760000
II	3755000	3760000
II	3755000	3760000
II	3755000	3760000
II	3800000	3851000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3851000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3851000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3851000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3871000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3836000	3844000
II	3859000	3864000
II	3871000	3886000
II	3871000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3872000	3888000
II	3879000	3887000
II	3879000	3886000
II	3879000	3886000
II	3879000	3886000
II	3879000	3887000
II	3880000	3886000
II	3880000	3887000
II	3880000	3887000
II	3880000	3887000
II	3880000	3887000
II	3880000	3887000
II	3895000	3927000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3914000	3922000
II	3916000	3922000
II	3916000	3922000
II	3916000	3922000
II	3916000	3922000
II	3916000	3922000
II	3916000	3922000
II	3916000	3922000
II	3916000	3922000
II	3916000	3922000
II	3916000	3922000
II	3916000	3922000
II	3916000	3922000
II	3916000	3922000
II	3916000	3922000
II	3916000	3922000
II	3916000	3922000
II	3941000	3949000
II	3942000	3954000
II	3942000	3954000
II	3942000	3954000
II	3942000	3954000
II	3942000	3954000
II	3942000	3954000
II	3942000	3954000
II	3942000	3954000
II	3942000	3954000
II	3942000	3954000
II	3942000	3954000
II	3942000	3954000
II	3942000	3954000
II	3942000	3954000
II	3942000	3954000
II	3942000	3954000
II	3942000	3954000
II	3943000	3956000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3960000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3949000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3960000
II	3943000	3954000
II	3943000	3960000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3943000	3954000
II	3948000	3954000
II	3948000	3954000
II	3948000	3954000
II	3948000	3954000
II	3948000	3954000
II	3948000	3954000
II	3948000	3954000
II	3948000	3954000
II	3948000	3954000
II	3948000	3954000
II	3948000	3954000
II	3948000	3954000
II	3948000	3954000
II	3948000	3954000
II	3948000	3954000
II	3948000	3954000
II	3948000	3954000
II	3948000	3954000
II	3948000	3954000
II	3948000	3954000
II	3948000	3954000
II	3948000	3954000
II	3948000	3954000
II	3948000	3954000
II	3948000	3954000
II	3949000	3954000
II	3987000	4013000
II	4158000	4184000
II	4169000	4178000
II	4169000	4178000
II	4169000	4178000
II	4169000	4178000
II	4169000	4178000
II	4173000	4179000
II	4173000	4179000
II	4197000	4226000
II	4197000	4213000
II	4197000	4202000
II	4197000	4204000
II	4197000	4211000
II	4197000	4211000
II	4197000	4211000
II	4197000	4211000
II	4197000	4211000
II	4302000	4312000
II	4305000	4314000
II	4305000	4314000
II	4305000	4312000
II	4305000	4312000
II	4305000	4312000
II	4305000	4312000
II	4305000	4312000
II	4305000	4312000
II	4306000	4314000
II	4306000	4312000
II	4306000	4312000
II	4306000	4312000
II	4306000	4314000
II	4306000	4312000
II	4306000	4314000
II	4306000	4312000
II	4306000	4314000
II	4306000	4314000
II	4432000	4444000
II	4434000	4445000
II	4434000	4445000
II	4572000	4579000
II	4572000	4579000
II	4572000	4579000
II	4572000	4577000
II	4572000	4577000
II	4572000	4578000
II	4572000	4578000
II	4572000	4578000
II	4572000	4578000
II	4572000	4578000
II	4572000	4578000
II	4572000	4578000
II	4572000	4578000
II	4572000	4578000
II	4572000	4578000
II	4572000	4578000
II	4572000	4578000
II	4572000	4578000
II	4594000	4605000
II	4594000	4605000
II	4720000	4731000
II	4720000	4731000
II	4720000	4731000
II	4722000	4731000
II	4722000	4731000
II	4752000	4758000
II	4752000	4758000
II	4752000	4758000
II	4752000	4758000
II	4826000	4834000
II	4826000	4834000
II	4861000	4882000
II	4861000	4882000
II	4869000	4882000
II	4869000	4882000
II	4869000	4882000
II	4938000	4944000
II	5295000	5315000
II	5295000	5303000
II	5491000	5496000
II	5839000	5869000
II	9374000	9387000
II	10429000	10474000
II	10429000	10470000
II	10429000	10470000
II	10448000	10454000
II	10623000	10674000
II	10623000	10674000
II	10640000	10647000
II	10651000	10674000
II	10669000	10674000
II	11367000	11400000
II	11367000	11376000
II	11395000	11400000
II	11395000	11400000
II	11395000	11400000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11798000	11814000
II	11801000	11814000
II	12015000	12031000
II	12015000	12021000
II	12015000	12026000
II	12015000	12021000
II	12051000	12059000
II	12051000	12059000
II	12059000	12070000
II	12061000	12070000
II	12061000	12070000
II	12061000	12071000
II	12061000	12070000
II	12061000	12070000
II	12061000	12070000
II	12061000	12070000
II	12061000	12070000
II	12061000	12070000
II	12061000	12070000
II	12061000	12070000
II	12062000	12070000
II	12062000	12070000
II	12062000	12070000
II	12062000	12070000
II	12062000	12070000
II	12062000	12070000
II	12074000	12084000
II	12074000	12084000
II	12074000	12084000
II	12296000	12307000
II	12297000	12312000
II	12299000	12311000
II	12299000	12307000
II	12299000	12307000
II	12299000	12307000
II	12299000	12307000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12317000
II	12305000	12312000
II	12305000	12312000
II	12305000	12317000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12317000
II	12305000	12312000
II	12305000	12312000
II	12305000	12317000
II	12305000	12312000
II	12305000	12317000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12317000
II	12305000	12312000
II	12305000	12312000
II	12305000	12317000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12317000
II	12305000	12317000
II	12305000	12317000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12317000
II	12305000	12317000
II	12305000	12317000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12317000
II	12305000	12312000
II	12305000	12312000
II	12305000	12317000
II	12305000	12312000
II	12305000	12317000
II	12305000	12317000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12317000
II	12305000	12312000
II	12305000	12317000
II	12305000	12317000
II	12305000	12312000
II	12305000	12312000
II	12305000	12317000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12305000	12312000
II	12324000	12330000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12406000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12409000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12406000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12410000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12399000	12407000
II	12400000	12407000
II	12400000	12407000
II	12400000	12407000
II	12400000	12407000
II	12400000	12407000
II	12400000	12407000
II	12400000	12407000
II	12400000	12407000
II	12414000	12424000
II	12447000	12454000
II	12447000	12454000
II	12463000	12468000
II	12463000	12468000
II	12463000	12468000
II	12463000	12468000
II	12463000	12468000
II	12463000	12468000
II	12463000	12468000
II	12463000	12468000
II	12463000	12468000
II	12463000	12468000
II	12463000	12468000
II	12463000	12468000
II	12463000	12468000
II	12463000	12468000
II	12463000	12468000
II	12463000	12468000
II	12463000	12468000
II	12463000	12468000
II	12463000	12468000
II	12463000	12468000
II	12463000	12468000
II	12515000	12534000
II	12517000	12536000
II	12517000	12524000
II	12517000	12534000
II	12517000	12524000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12523000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12523000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12523000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12524000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12524000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12524000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12523000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12517000	12534000
II	12529000	12536000
II	12529000	12534000
II	12529000	12534000
II	12548000	12599000
II	12579000	12597000
II	12588000	12596000
II	12588000	12596000
II	12588000	12596000
II	12589000	12595000
II	12594000	12622000
II	12595000	12600000
II	12607000	12614000
II	12607000	12625000
II	12609000	12614000
II	12609000	12626000
II	12609000	12626000
II	12609000	12614000
II	12609000	12614000
II	12609000	12614000
II	12609000	12626000
II	12609000	12614000
II	12609000	12622000
II	12609000	12626000
